"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Answer RRs","Protocols in frame","IP_Flags","tcp_Flags","Next sequence number","Sequence number","TCP Segment Len","udp_Length"
"1510","130.952048","192.168.1.126","31.13.93.7","TCP","54","49185","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1511","130.962872","192.168.1.126","31.13.93.7","TLSv1.2","220","49186","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1512","130.963028","31.13.93.7","192.168.1.126","TCP","54","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1513","130.976560","192.168.1.126","31.13.93.7","TLSv1.2","220","49185","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1514","130.976652","31.13.93.7","192.168.1.126","TCP","54","443","49185","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1515","131.041786","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1516","131.041861","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","8422","6962","1460",""
"1517","131.041885","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","9882","8422","1460",""
"1518","131.041894","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","11342","9882","1460",""
"1519","131.041902","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","12802","11342","1460",""
"1520","131.041914","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","14262","12802","1460",""
"1521","131.042249","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1522","131.144842","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","27408","25948","1460",""
"1523","131.180879","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49185","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1524","131.181963","192.168.1.126","31.13.93.7","TLSv1.2","491","49185","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1525","131.188905","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49186","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1526","131.189750","192.168.1.126","31.13.93.7","TLSv1.2","491","49186","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1527","131.220879","31.13.93.7","192.168.1.126","TCP","54","443","49185","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1528","131.228813","31.13.93.7","192.168.1.126","TCP","54","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1529","131.245665","31.13.93.7","192.168.1.126","TLSv1.2","763","443","49186","","eth:ethertype:ip:tcp:tls","0x40","0x018","3130","2421","709",""
"1530","131.352129","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1531","131.352221","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","28868","27408","1460",""
"1532","131.352248","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","30328","28868","1460",""
"1533","131.352257","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","31788","30328","1460",""
"1534","131.352264","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","33248","31788","1460",""
"1535","131.352275","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","34708","33248","1460",""
"1536","131.352307","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1537","131.352414","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1538","131.448880","31.13.93.7","192.168.1.126","TCP","1514","443","49185","","eth:ethertype:ip:tcp","0x40","0x018","3881","2421","1460",""
"1539","131.452741","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1540","131.452847","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","4590","3130","1460",""
"1541","131.452870","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","6050","4590","1460",""
"1542","131.452879","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","7510","6050","1460",""
"1543","131.452891","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","8970","7510","1460",""
"1544","131.452908","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1545","131.453014","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1546","131.464885","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x018","15722","14262","1460",""
"1547","131.652833","192.168.1.126","31.13.93.7","TCP","54","49185","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1548","131.652869","31.13.93.7","192.168.1.126","TCP","1514","443","49185","","eth:ethertype:ip:tcp","0x40","0x018","3881","2421","1460",""
"1549","131.652892","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49185","","eth:ethertype:ip:tcp:tls","0x40","0x010","5341","3881","1460",""
"1550","131.652902","31.13.93.7","192.168.1.126","TLSv1.2","1048","443","49185","","eth:ethertype:ip:tcp:tls","0x40","0x018","6335","5341","994",""
"1551","131.652963","192.168.1.126","31.13.93.7","TCP","66","49185","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1552","131.653017","192.168.1.126","31.13.93.7","TCP","54","49185","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1553","131.672921","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1554","131.672995","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","17182","15722","1460",""
"1555","131.673025","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","18642","17182","1460",""
"1556","131.673041","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","20102","18642","1460",""
"1557","131.673055","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49187","","eth:ethertype:ip:tcp:tls","0x40","0x010","21562","20102","1460",""
"1558","131.673079","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1559","131.673174","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1560","131.796866","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x018","10430","8970","1460",""
"1561","131.856857","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","36168","34708","1460",""
"1562","132.003325","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1563","132.003418","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","11890","10430","1460",""
"1564","132.003436","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","13350","11890","1460",""
"1565","132.003450","31.13.93.7","192.168.1.126","TCP","1514","443","49186","","eth:ethertype:ip:tcp","0x40","0x010","14810","13350","1460",""
"1566","132.003472","31.13.93.7","192.168.1.126","TLSv1.2","411","443","49186","","eth:ethertype:ip:tcp:tls","0x40","0x018","15167","14810","357",""
"1567","132.003518","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1568","132.063730","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1569","132.063818","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","37628","36168","1460",""
"1570","132.063835","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x018","39088","37628","1460",""
"1571","132.063854","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","40548","39088","1460",""
"1572","132.063862","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","42008","40548","1460",""
"1573","132.063868","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","43468","42008","1460",""
"1574","132.063905","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1575","132.064011","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1576","132.136892","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x018","23022","21562","1460",""
"1577","132.203774","192.168.1.126","31.13.93.7","TCP","54","49186","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1578","132.343948","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1579","132.343996","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","24482","23022","1460",""
"1580","132.344023","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","25942","24482","1460",""
"1581","132.344033","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","27402","25942","1460",""
"1582","132.344041","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","28862","27402","1460",""
"1583","132.344057","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x010","30322","28862","1460",""
"1584","132.344121","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1585","132.568764","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","44928","43468","1460",""
"1586","132.764332","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1587","132.764416","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","46388","44928","1460",""
"1588","132.764433","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","47848","46388","1460",""
"1589","132.764441","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","49308","47848","1460",""
"1590","132.764461","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","50768","49308","1460",""
"1591","132.764468","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","52228","50768","1460",""
"1592","132.764835","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1593","132.816803","31.13.93.7","192.168.1.126","TCP","1514","443","49187","","eth:ethertype:ip:tcp","0x40","0x018","31782","30322","1460",""
"1594","133.014455","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1595","133.014564","31.13.93.7","192.168.1.126","TLSv1.2","500","443","49187","","eth:ethertype:ip:tcp:tls","0x40","0x018","32228","31782","446",""
"1596","133.214966","192.168.1.126","31.13.93.7","TCP","54","49187","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1597","133.268878","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x018","53688","52228","1460",""
"1598","133.465675","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1599","133.465727","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x010","55148","53688","1460",""
"1600","133.465758","31.13.93.7","192.168.1.126","TLSv1.2","418","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x018","55512","55148","364",""
"1601","133.465827","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1602","133.555760","192.168.1.126","31.13.93.7","TLSv1.2","491","49180","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","1229","792","437",""
"1603","133.555874","31.13.93.7","192.168.1.126","TCP","54","443","49180","","eth:ethertype:ip:tcp","0x40","0x010","11935","11935","0",""
"1604","133.599501","31.13.93.7","192.168.1.126","TLSv1.2","1339","443","49180","","eth:ethertype:ip:tcp:tls","0x40","0x018","13220","11935","1285",""
"1605","133.795609","192.168.1.126","31.13.93.7","TCP","54","49180","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1606","133.795670","31.13.93.7","192.168.1.126","TLSv1.2","155","443","49180","","eth:ethertype:ip:tcp:tls","0x40","0x018","13321","13220","101",""
"1607","133.996415","192.168.1.126","31.13.93.7","TCP","54","49180","443","","eth:ethertype:ip:tcp","0x40","0x010","1229","1229","0",""
"1608","143.989221","0.0.0.0","224.0.0.1","IGMPv2","60","","","","eth:ethertype:ip:igmp:igmp","0x40","","","","",""
"1609","148.071623","192.168.1.125","239.255.255.250","IGMPv2","46","","","","eth:ethertype:ip:igmp:igmp","0x00","","","","",""
"1610","153.894326","fd2d:ab8c:225:0:ac13:6a8c:41cc:1f02","ff02::1:ff00:1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1611","158.901564","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:f72","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1612","164.805484","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:f72","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1613","166.661205","fe80::294d:3ea3:b53c:c77f","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"1614","166.662837","fe80::294d:3ea3:b53c:c77f","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1615","166.662902","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1616","166.666737","PcsCompu_5d:86:c6","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1617","167.661508","fe80::294d:3ea3:b53c:c77f","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"1618","168.661319","fe80::294d:3ea3:b53c:c77f","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"1619","168.664362","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1620","168.666110","PcsCompu_5d:86:c6","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1621","168.669315","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1622","168.851783","fe80::b504:f453:742b:7a21","ff02::1:ff2b:7a21","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1623","168.852106","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1624","168.961344","::","ff02::1:ff00:974","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1625","168.961401","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1626","168.961453","fd2d:ab8c:225::974","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1627","168.965503","PcsCompu_5d:86:c6","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1628","169.031976","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1629","169.162359","fe80::294d:3ea3:b53c:c77f","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1630","169.162429","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1631","169.162677","fe80::294d:3ea3:b53c:c77f","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"1632","169.163796","PcsCompu_5d:86:c6","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1633","169.597553","fe80::981:b1fd:8de1:811e","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1634","170.140066","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1635","170.198675","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1636","170.508205","fe80::4a8:b1f0:5819:1034","ff02::1:ff19:1034","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1637","170.573716","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1638","170.641095","fe80::5440:d617:fa87:1f07","ff02::1:ff98:fae8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1639","170.670977","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1640","170.699467","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff00:2c6","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1641","170.739330","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1642","171.035122","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1643","171.099557","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1644","171.165282","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1645","171.240201","fe80::695d:d39c:6fe8:612","ff02::1:ff00:280","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1646","171.465049","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1647","171.565029","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1648","171.565166","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1649","171.600075","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1650","171.600185","fe80::981:b1fd:8de1:811e","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1651","171.791626","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1652","172.066152","fe80::f802:c758:21ff:4cef","ff02::1:ff00:d25","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1653","172.537029","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1654","172.858031","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1655","172.911727","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffb4:1ef9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1656","173.297454","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1657","173.482853","192.168.1.126","31.13.93.36","TCP","66","49194","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1658","173.482973","31.13.93.36","192.168.1.126","TCP","66","443","49194","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1659","173.483024","192.168.1.126","31.13.93.36","TCP","54","49194","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1660","173.484049","192.168.1.126","31.13.93.36","TLSv1.2","239","49194","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","186","1","185",""
"1661","173.484115","31.13.93.36","192.168.1.126","TCP","54","443","49194","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1662","173.485477","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","ff02::1:ff00:1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1663","173.485669","fd2d:ab8c:225::1","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1664","173.485819","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","fd2d:ab8c:225::1","DNS","98","61868","53","0","eth:ethertype:ipv6:udp:dns","","","","","","44"
"1665","173.540856","fd2d:ab8c:225::1","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","DNS","266","53","61868","2","eth:ethertype:ipv6:udp:dns","","","","","","212"
"1666","173.541263","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","fd2d:ab8c:225::1","DNS","98","57886","53","0","eth:ethertype:ipv6:udp:dns","","","","","","44"
"1667","173.562007","fd2d:ab8c:225::1","fd2d:ab8c:225:0:65fd:f7c4:fa68:ef0a","DNS","278","53","57886","2","eth:ethertype:ipv6:udp:dns","","","","","","224"
"1668","173.562346","192.168.1.126","173.252.90.36","TCP","66","49195","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1669","173.562440","173.252.90.36","192.168.1.126","TCP","66","443","49195","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1670","173.562481","192.168.1.126","173.252.90.36","TCP","54","49195","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1671","173.562999","192.168.1.126","173.252.90.36","TLSv1.2","209","49195","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","156","1","155",""
"1672","173.563039","173.252.90.36","192.168.1.126","TCP","54","443","49195","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1673","173.574014","31.13.93.36","192.168.1.126","TLSv1.2","1514","443","49194","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1674","173.772848","31.13.93.36","192.168.1.126","TLSv1.2","920","443","49194","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2327","1461","866",""
"1675","173.773008","192.168.1.126","31.13.93.36","TCP","54","49194","443","","eth:ethertype:ip:tcp","0x40","0x010","186","186","0",""
"1676","173.783947","fe80::7479:68ba:3dc6:1d14","ff02::1:ffc6:1d14","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1677","173.786709","192.168.1.126","31.13.93.36","TLSv1.2","220","49194","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","352","186","166",""
"1678","173.786864","31.13.93.36","192.168.1.126","TCP","54","443","49194","","eth:ethertype:ip:tcp","0x40","0x010","2327","2327","0",""
"1679","173.787437","31.13.93.36","192.168.1.126","TLSv1.2","145","443","49194","","eth:ethertype:ip:tcp:tls","0x40","0x018","2418","2327","91",""
"1680","173.788354","192.168.1.126","31.13.93.36","TLSv1.2","555","49194","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","853","352","501",""
"1681","173.788514","192.168.1.126","31.13.93.36","TLSv1.2","1355","49194","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","2154","853","1301",""
"1682","173.788585","31.13.93.36","192.168.1.126","TCP","54","443","49194","","eth:ethertype:ip:tcp","0x40","0x010","2418","2418","0",""
"1683","173.886317","31.13.93.36","192.168.1.126","TLSv1.2","1179","443","49194","","eth:ethertype:ip:tcp:tls","0x40","0x018","3543","2418","1125",""
"1684","174.094005","192.168.1.126","31.13.93.36","TCP","54","49194","443","","eth:ethertype:ip:tcp","0x40","0x010","2154","2154","0",""
"1685","174.094051","31.13.93.36","192.168.1.126","TLSv1.2","304","443","49194","","eth:ethertype:ip:tcp:tls","0x40","0x018","3793","3543","250",""
"1686","174.194607","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1687","174.294514","192.168.1.126","31.13.93.36","TCP","54","49194","443","","eth:ethertype:ip:tcp","0x40","0x010","2154","2154","0",""
"1688","174.298583","fe80::f106:5909:32ae:f4cb","ff02::1:ffae:f4cb","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1689","174.603590","192.168.1.2","239.255.255.250","SSDP","214","58620","1900","","eth:ethertype:ip:udp:ssdp","0x40","","","","","180"
"1690","174.860147","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
