FlowNo.,Answer RRs,BytesEx,Destination,Destination Port,Duration,FPL,IP_Flags,Length,Next sequence number,No.,NumPackets,Protocol,Protocols in frame,SameLenPktRatio,Sequence number,Source,Source Port,StdDevLen,IAT,isNull,NPEx,reconnects,APL,BitsPerSec,AvgPktPerSec,udp_Length,tcp_Flags,Time,TCP Segment Len,IOPR,NumForward,label
1313,0.0,342,fd2d:ab8c:225::1,53,0.0,171.0,,104,,11123,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,57893,67.0,0.0,0,0,1,171.0,0.0,0.0,50.0,0,9255.62,,1.0,1,1
800,,348,192.168.1.116,49495,20.0,60.0,0x40,66,1.0,12504,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,91.220.62.30,443,5.65685,0.0,0,0,3,58.0,139.2,0.3,,18,10284.3,0.0,1.0,3,1
1019,,395,192.168.1.116,49568,20.1,57.0,0x40,54,1.0,23122,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,91.220.62.30,443,3.53986,0.0,0,0,3,56.4286,157.214,0.348259,,16,19551.4,0.0,1.33333,3,1
955,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,20610,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49547,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,16812.5,6.0,-1.0,0,1
544,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,6714,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49343,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,5426.6,0.0,2.0,1,1
4,,276,192.168.1.255,137,1.51,92.0,0x00,92,,1473,3,NBNS,eth:ethertype:ip:udp:nbns,0.333333,,192.168.1.113,137,0.0,0.0,0,0,2,92.0,1462.25,1.98675,58.0,0,1152.69,,-1.0,0,1
498,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,2679,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49227,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,2200.37,0.0,2.0,1,1
327,,403,204.95.99.221,443,20.01,58.3333,0x40,66,1.0,8111,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49387,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,2,6659.48,0.0,1.33333,3,1
627,,3675,239.255.255.250,1900,43.8,175.0,0x00,175,,15736,21,SSDP,eth:ethertype:ip:udp:ssdp,0.047619,,192.168.1.134,49154,0.0,0.0,0,0,20,175.0,671.233,0.479452,141.0,0,12563.3,,-1.0,0,1
324,,340,204.95.99.221,443,20.01,58.0,0x40,62,1.0,7853,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49381,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,2,6409.11,0.0,1.0,3,1
55,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,1378,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49188,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,1097.38,6.0,-1.0,0,1
746,,340,91.220.62.30,443,20.0,58.0,0x40,62,1.0,8079,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49386,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,2,6629.39,0.0,1.0,3,1
342,,340,192.168.1.116,49394,20.01,58.0,0x40,54,1.0,8296,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,204.95.99.221,443,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,16,6779.84,0.0,1.0,3,1
570,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,9008,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49413,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,7391.14,0.0,2.0,1,1
397,,340,204.95.99.221,443,20.0,58.0,0x40,54,1.0,9613,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49434,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,16,7892.44,0.0,1.0,3,1
251,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,5913,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49327,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4926.46,6.0,-1.0,0,1
295,,226,204.95.99.221,443,0.0,113.0,0x40,54,84.0,7338,2,TCP,eth:ethertype:ip:tcp,1.0,84.0,192.168.1.116,49362,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,5957.91,0.0,1.0,1,1
624,0.0,132,224.0.0.252,5355,0.1,66.0,0x00,66,,13029,2,LLMNR,eth:ethertype:ip:udp:llmnr,0.5,,192.168.1.137,64608,0.0,0.0,0,0,1,66.0,10560.0,20.0,32.0,0,10862.3,,-1.0,0,1
765,,226,192.168.1.116,49425,0.0,113.0,0x40,172,119.0,9434,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,7762.13,118.0,1.0,1,1
791,,395,91.220.62.30,443,20.0,57.0,0x40,62,1.0,12264,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49492,3.53986,0.0,0,0,3,56.4286,158.0,0.35,,2,10012.9,0.0,1.33333,3,1
812,,348,91.220.62.30,443,20.0,60.0,0x40,54,1.0,12917,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49499,5.65685,0.0,0,0,3,58.0,139.2,0.3,,16,10785.9,0.0,1.0,3,1
394,,403,192.168.1.116,49432,20.0,58.3333,0x40,54,1.0,9595,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,7872.43,0.0,1.33333,3,1
1454,,1968,ff02::1:2,547,36.5,188.0,,188,,26549,12,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.25,,fe80::695d:d39c:6fe8:612,546,20.2978,0.0,0,0,11,164.0,431.342,0.328767,134.0,0,22954.8,,-1.0,0,1
92,,403,204.95.99.221,443,20.01,58.3333,0x40,66,1.0,2282,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49214,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,2,1838.83,0.0,1.33333,3,1
208,,226,192.168.1.116,49297,0.0,113.0,0x40,172,119.0,4845,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,4134.51,118.0,1.0,1,1
1321,0.0,342,fd2d:ab8c:225::1,53,0.15,104.0,,104,,2688,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,58425,67.0,0.0,0,0,1,171.0,18240.0,13.3333,50.0,0,2209.2,,1.0,1,1
1114,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,27408,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49600,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,23800.2,6.0,-1.0,0,1
1400,0.0,336,fd2d:ab8c:225::1,53,0.0,168.0,,101,,11238,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63199,67.0,0.0,0,0,1,168.0,0.0,0.0,47.0,0,9326.02,,1.0,1,1
706,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,5236,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49305,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,4384.94,6.0,-1.0,0,1
1258,0.0,196,fd2d:ab8c:225::1,53,0.043,90.0,,90,,532,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,54636,8.0,0.0,0,0,1,98.0,36465.1,46.5116,36.0,0,306.643,,1.0,1,1
434,,226,192.168.1.116,49460,0.0,113.0,0x40,172,119.0,10532,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8654.4,118.0,1.0,1,1
988,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,22072,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49558,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,18296.3,6.0,-1.0,0,1
449,,226,192.168.1.116,49472,0.0,113.0,0x40,172,119.0,10873,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,9005.17,118.0,1.0,1,1
1327,0.0,332,fd2d:ab8c:225::1,53,0.0,166.0,,99,,8290,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,58836,67.0,0.0,0,0,1,166.0,0.0,0.0,45.0,0,6779.84,,1.0,1,1
1091,,403,91.220.62.30,443,20.5,58.3333,0x40,66,1.0,25947,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49592,5.34141,0.0,0,0,3,57.5714,157.268,0.341463,,2,22659.3,0.0,1.33333,3,1
599,3.0,3017,224.0.0.251,5353,45.3,370.0,0x40,370,,19500,8,MDNS,eth:ethertype:ip:udp:mdns,0.5,,192.168.1.190,5353,11.0842,0.0,0,0,7,377.125,532.804,0.1766,336.0,0,15509.7,,-1.0,0,1
203,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,4760,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49295,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4084.28,6.0,-1.0,0,1
656,,348,192.168.1.116,49186,20.01,60.0,0x40,54,1.0,1309,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,91.220.62.30,443,5.65685,0.0,0,0,3,58.0,139.13,0.29985,,16,1067.28,0.0,1.0,3,1
1293,0.0,342,fd2d:ab8c:225::1,53,0.16,104.0,,104,,4322,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,56406,67.0,0.0,0,0,1,171.0,17100.0,12.5,50.0,0,3693.17,,1.0,1,1
360,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,8812,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49407,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,7150.88,6.0,-1.0,0,1
442,,403,192.168.1.116,49470,20.0,58.3333,0x40,54,1.0,10814,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,8935.0,0.0,1.33333,3,1
72,,226,192.168.1.116,49194,0.0,113.0,0x40,172,119.0,1600,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1238.0,118.0,1.0,1,1
763,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,9413,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49425,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,7742.13,6.0,-1.0,0,1
1223,0.0,196,fd2d:ab8c:225::1,53,0.06,90.0,,90,,7599,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,53106,8.0,0.0,0,0,1,98.0,26133.3,33.3333,36.0,0,6198.12,,1.0,1,1
504,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,3173,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49243,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,2621.2,0.0,2.0,1,1
1064,,348,91.220.62.30,443,20.0,60.0,0x40,66,1.0,24921,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49583,5.65685,0.0,0,0,3,58.0,139.2,0.3,,2,21339.3,0.0,1.0,3,1
1035,,226,192.168.1.116,49573,0.0,113.0,0x40,172,119.0,23565,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,20094.4,118.0,1.0,1,1
1276,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,8862,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,55609,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,7250.43,,1.0,1,1
493,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,2316,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49215,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,1849.31,0.0,2.0,1,1
1490,,7980,ff02::c,3702,3483.2,1052.0,,1052,,13068,8,UDP,eth:ethertype:ipv6:udp:data,0.25,,fe80::3415:2c17:d667:c2c1,57386,94.3968,0.0,0,0,7,997.5,18.328,0.00229674,998.0,0,10863.2,,-1.0,0,1
1027,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,23346,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49571,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,19822.6,6.0,-1.0,0,1
936,,226,192.168.1.116,49540,0.0,113.0,0x40,172,119.0,19986,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,16059.5,118.0,1.0,1,1
1010,,340,91.220.62.30,443,20.0,58.0,0x40,62,1.0,22711,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49565,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,2,19068.5,0.0,1.0,3,1
166,,226,192.168.1.116,49267,0.0,113.0,0x40,172,119.0,3944,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,3342.26,118.0,1.0,1,1
1353,1.0,336,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,60377,0.0,168.0,,235,,4443,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.0,0,0,1,168.0,0.0,0.0,181.0,0,3763.62,,1.0,1,1
1046,,340,192.168.1.116,49577,20.0,58.0,0x40,62,1.0,23961,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,91.220.62.30,443,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,18,20578.0,0.0,1.0,3,1
227,,190,204.95.99.221,443,0.0,95.0,0x40,130,83.0,5396,2,SSL,eth:ethertype:ip:tcp:tls,1.0,7.0,192.168.1.116,49311,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4505.43,76.0,-1.0,0,1
762,,226,91.220.62.30,443,0.0,113.0,0x40,54,9.0,9411,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49424,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,7742.13,0.0,1.0,1,1
1037,,403,91.220.62.30,443,20.1,58.3333,0x40,66,1.0,23739,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49574,5.34141,0.0,0,0,3,57.5714,160.398,0.348259,,2,20306.3,0.0,1.33333,3,1
191,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,4447,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49285,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3763.62,6.0,-1.0,0,1
608,0.0,128,224.0.0.252,5355,0.1,64.0,0x00,64,,15742,2,LLMNR,eth:ethertype:ip:udp:llmnr,0.5,,192.168.1.134,52620,0.0,0.0,0,0,1,64.0,10240.0,20.0,30.0,0,12564.3,,-1.0,0,1
1326,1.0,196,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,58774,0.0,98.0,,106,,1820,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,8.0,0.0,0,0,1,98.0,0.0,0.0,52.0,0,1358.67,,1.0,1,1
1187,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,8264,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,50821,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,6759.42,,1.0,1,1
205,,226,192.168.1.116,49295,0.0,113.0,0x40,172,119.0,4782,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,4104.29,118.0,1.0,1,1
319,,226,192.168.1.116,49378,0.0,113.0,0x40,172,119.0,7817,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,6378.92,118.0,1.0,1,1
1004,,348,91.220.62.30,443,20.0,60.0,0x40,66,1.0,22505,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49563,5.65685,0.0,0,0,3,58.0,139.2,0.3,,2,18818.0,0.0,1.0,3,1
676,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,3038,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49238,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,2530.13,6.0,-1.0,0,1
384,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,9507,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49428,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,7792.23,6.0,-1.0,0,1
1474,0.0,168,ff02::1:3,5355,0.1,84.0,,84,,13239,2,LLMNR,eth:ethertype:ipv6:udp:llmnr,0.5,,fe80::3415:2c17:d667:c2c1,58617,0.0,0.0,0,0,1,84.0,13440.0,20.0,30.0,0,10870.9,,-1.0,0,1
1314,0.0,342,fd2d:ab8c:225::1,53,0.0,171.0,,104,,7743,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,57898,67.0,0.0,0,0,1,171.0,0.0,0.0,50.0,0,6308.8,,1.0,1,1
1009,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,22716,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49565,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,19068.5,6.0,-1.0,0,1
971,,395,91.220.62.30,443,20.0,57.0,0x40,62,1.0,21218,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49552,3.53986,0.0,0,0,3,56.4286,158.0,0.35,,2,17544.4,0.0,1.33333,3,1
1280,0.0,342,fd2d:ab8c:225::1,53,0.15,104.0,,104,,3522,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,55780,67.0,0.0,0,0,1,171.0,18240.0,13.3333,50.0,0,2970.92,,1.0,1,1
1399,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,6876,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63184,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,5566.81,,1.0,1,1
590,,186,216.58.201.78,80,0.0,60.0,0x40,54,1.0,10807,3,TCP,eth:ethertype:ip:tcp,0.666667,1.0,192.168.1.116,49469,5.65685,0.0,0,0,1,62.0,0.0,0.0,,16,8935.0,0.0,2.0,1,1
804,,226,91.220.62.30,443,0.0,113.0,0x40,54,9.0,12709,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49496,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,10534.7,0.0,1.0,1,1
918,,226,192.168.1.116,49534,0.0,113.0,0x40,172,119.0,19320,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,15306.0,118.0,1.0,1,1
898,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,18673,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49528,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,14532.9,6.0,-1.0,0,1
1471,0.0,170,ff02::1:3,5355,0.1,85.0,,85,,13092,2,LLMNR,eth:ethertype:ipv6:udp:llmnr,0.5,,fe80::3415:2c17:d667:c2c1,56672,0.0,0.0,0,0,1,85.0,13600.0,20.0,31.0,0,10863.6,,-1.0,0,1
277,,226,192.168.1.116,49349,0.0,113.0,0x40,172,119.0,6904,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,5587.29,118.0,1.0,1,1
622,0.0,130,224.0.0.252,5355,0.0,65.0,0x00,65,,13065,2,LLMNR,eth:ethertype:ip:udp:llmnr,0.5,,192.168.1.137,61511,0.0,0.0,0,0,1,65.0,0.0,0.0,31.0,0,10863.2,,-1.0,0,1
185,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,4347,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49282,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3713.42,6.0,-1.0,0,1
224,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,5360,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49310,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,4485.28,6.0,-1.0,0,1
9,,30360,192.168.1.255,137,3589.72,92.0,0x00,92,,14296,330,NBNS,eth:ethertype:ip:udp:nbns,0.0030303,,192.168.1.116,137,0.0,10.9,0,0,329,92.0,67.6599,0.0919292,58.0,0,11532.8,,-1.0,0,1
479,,186,216.58.201.78,80,0.001,66.0,0x40,66,1.0,1169,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49182,5.65685,0.0,0,0,1,62.0,1488000.0,3000.0,,2,867.874,0.0,2.0,1,1
199,,226,192.168.1.116,49287,0.0,113.0,0x40,172,119.0,4516,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,3833.78,118.0,1.0,1,1
748,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,8552,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49398,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,6980.11,6.0,-1.0,0,1
7,,19872,192.168.1.255,137,3575.57,92.0,0x00,92,,9685,216,NBNS,eth:ethertype:ip:udp:nbns,0.00462963,,192.168.1.115,137,0.0,28.82,0,0,215,92.0,44.4617,0.0604099,58.0,0,7949.66,,-1.0,0,1
154,,280,204.95.99.221,443,0.0,113.0,0x40,54,9.0,3618,3,TCP,eth:ethertype:ip:tcp,0.666667,9.0,192.168.1.116,49257,55.6257,0.0,0,0,1,93.3333,0.0,0.0,,4,3021.58,0.0,2.0,1,1
963,,226,91.220.62.30,443,0.0,113.0,0x40,54,84.0,20830,2,TCP,eth:ethertype:ip:tcp,1.0,84.0,192.168.1.116,49549,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,17083.0,0.0,1.0,1,1
1028,,348,91.220.62.30,443,20.1,60.0,0x40,66,1.0,23341,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49571,5.65685,0.0,0,0,3,58.0,138.507,0.298507,,2,19822.6,0.0,1.0,3,1
1024,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,23325,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49570,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,19802.6,6.0,-1.0,0,1
426,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,10417,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49458,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,8584.19,6.0,-1.0,0,1
561,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,8196,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49389,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,6689.33,0.0,2.0,1,1
684,,226,192.168.1.116,49251,0.0,113.0,0x40,172,119.0,3473,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,2920.8,118.0,1.0,1,1
670,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,2644,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49225,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,2159.17,6.0,-1.0,0,1
1184,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,6137,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,50404,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,5146.22,,1.0,1,1
809,,403,192.168.1.116,49498,20.1,58.3333,0x40,54,1.0,12899,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,160.398,0.348259,,16,10765.8,0.0,1.33333,3,1
290,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,7254,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49361,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,5917.9,6.0,-1.0,0,1
50,,403,192.168.1.116,49180,20.006,60.0,0x40,66,1.0,1096,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.152,0.349895,,18,826.996,0.0,1.33333,3,1
1142,,348,91.220.62.30,443,20.6,60.0,0x40,54,1.0,28356,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49609,5.65685,0.0,0,0,3,58.0,135.146,0.291262,,16,25033.5,0.0,1.0,3,1
404,,226,192.168.1.116,49442,0.0,113.0,0x40,172,119.0,9955,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8183.25,118.0,1.0,1,1
1457,,1968,ff02::1:2,547,36.6,188.0,,188,,13677,12,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.25,,fe80::7479:68ba:3dc6:1d14,546,20.2978,0.0,0,0,11,164.0,430.164,0.327869,134.0,0,11191.3,,-1.0,0,1
114,,226,192.168.1.116,49229,0.0,113.0,0x40,172,119.0,2763,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,2249.51,118.0,1.0,1,1
1315,0.0,332,fd2d:ab8c:225::1,53,0.08,99.0,,99,,1582,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,57924,67.0,0.0,0,0,1,166.0,33200.0,25.0,45.0,0,1217.92,,1.0,1,1
944,,348,192.168.1.116,49543,20.0,60.0,0x40,66,1.0,20191,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,91.220.62.30,443,5.65685,0.0,0,0,3,58.0,139.2,0.3,,18,16310.5,0.0,1.0,3,1
